id,name,ordnance_id,sameAs
ocd-division/country:uk/wmc:loughborough_co_const,Loughborough Co,E14000797,
ocd-division/country:uk/wmc:louth_and_horncastle_co_const,Louth and Horncastle Co,E14000798,
ocd-division/country:uk/wmc:ludlow_co_const,Ludlow Co,E14000799,
ocd-division/country:uk/wmc:luton_north_boro_const,Luton North Boro,E14000800,
ocd-division/country:uk/wmc:luton_south_boro_const,Luton South Boro,E14000801,
ocd-division/country:uk/wmc:macclesfield_co_const,Macclesfield Co,E14000802,
ocd-division/country:uk/wmc:maidenhead_co_const,Maidenhead Co,E14000803,
ocd-division/country:uk/wmc:maidstone_and_the_weald_co_const,Maidstone and The Weald Co,E14000804,
ocd-division/country:uk/wmc:makerfield_co_const,Makerfield Co,E14000805,
ocd-division/country:uk/wmc:maldon_co_const,Maldon Co,E14000806,
ocd-division/country:uk/wmc:manchester_central_boro_const,Manchester Central Boro,E14000807,
ocd-division/country:uk/wmc:manchester_gorton_boro_const,"Manchester, Gorton Boro",E14000808,
ocd-division/country:uk/wmc:manchester_withington_boro_const,"Manchester, Withington Boro",E14000809,
ocd-division/country:uk/wmc:mansfield_co_const,Mansfield Co,E14000810,
ocd-division/country:uk/wmc:meon_valley_co_const,Meon Valley Co,E14000811,
ocd-division/country:uk/wmc:meriden_co_const,Meriden Co,E14000812,
ocd-division/country:uk/wmc:merthyr_tydfil_and_rhymney_co_const,Merthyr Tydfil and Rhymney Co,W07000071,
ocd-division/country:uk/wmc:middlesbrough_boro_const,Middlesbrough Boro,E14000819,
ocd-division/country:uk/wmc:middlesbrough_south_and_east_cleveland_co_const,Middlesbrough South and East Cleveland Co,E14000820,
ocd-division/country:uk/wmc:midlothian_co_const,Midlothian Co,S14000045,
ocd-division/country:uk/wmc:mid_bedfordshire_co_const,Mid Bedfordshire Co,E14000813,
ocd-division/country:uk/wmc:mid_derbyshire_co_const,Mid Derbyshire Co,E14000814,
ocd-division/country:uk/wmc:mid_dorset_and_north_poole_co_const,Mid Dorset and North Poole Co,E14000815,
ocd-division/country:uk/wmc:mid_norfolk_co_const,Mid Norfolk Co,E14000816,
ocd-division/country:uk/wmc:mid_sussex_co_const,Mid Sussex Co,E14000817,
ocd-division/country:uk/wmc:mid_worcestershire_co_const,Mid Worcestershire Co,E14000818,
ocd-division/country:uk/wmc:milton_keynes_north_co_const,Milton Keynes North Co,E14000821,
ocd-division/country:uk/wmc:milton_keynes_south_boro_const,Milton Keynes South Boro,E14000822,
ocd-division/country:uk/wmc:mitcham_and_morden_boro_const,Mitcham and Morden Boro,E14000823,
ocd-division/country:uk/wmc:mole_valley_co_const,Mole Valley Co,E14000824,
ocd-division/country:uk/wmc:monmouth_co_const,Monmouth Co,W07000054,
ocd-division/country:uk/wmc:montgomeryshire_co_const,Montgomeryshire Co,W07000063,
ocd-division/country:uk/wmc:morecambe_and_lunesdale_co_const,Morecambe and Lunesdale Co,E14000825,
ocd-division/country:uk/wmc:morley_and_outwood_co_const,Morley and Outwood Co,E14000826,
ocd-division/country:uk/wmc:motherwell_and_wishaw_burgh_const,Motherwell and Wishaw Burgh,S14000047,
ocd-division/country:uk/wmc:neath_co_const,Neath Co,W07000069,
ocd-division/country:uk/wmc:newark_co_const,Newark Co,E14000829,
ocd-division/country:uk/wmc:newbury_co_const,Newbury Co,E14000830,
ocd-division/country:uk/wmc:newcastle-under-lyme_boro_const,Newcastle-under-Lyme Boro,E14000834,
ocd-division/country:uk/wmc:newcastle_upon_tyne_central_boro_const,Newcastle upon Tyne Central Boro,E14000831,
ocd-division/country:uk/wmc:newcastle_upon_tyne_east_boro_const,Newcastle upon Tyne East Boro,E14000832,
ocd-division/country:uk/wmc:newcastle_upon_tyne_north_boro_const,Newcastle upon Tyne North Boro,E14000833,
ocd-division/country:uk/wmc:newport_west_co_const,Newport West Co,W07000056,
ocd-division/country:uk/wmc:newton_abbot_co_const,Newton Abbot Co,E14000835,
ocd-division/country:uk/wmc:new_forest_east_co_const,New Forest East Co,E14000827,
ocd-division/country:uk/wmc:new_forest_west_co_const,New Forest West Co,E14000828,
ocd-division/country:uk/wmc:normanton_pontefract_and_castleford_co_const,"Normanton, Pontefract and Castleford Co",E14000836,
ocd-division/country:uk/wmc:northampton_north_boro_const,Northampton North Boro,E14000861,
ocd-division/country:uk/wmc:northampton_south_boro_const,Northampton South Boro,E14000862,
ocd-division/country:uk/wmc:north_devon_co_const,North Devon Co,E14000838,
ocd-division/country:uk/wmc:north_dorset_co_const,North Dorset Co,E14000839,
ocd-division/country:uk/wmc:north_durham_co_const,North Durham Co,E14000840,
ocd-division/country:uk/wmc:north_east_bedfordshire_co_const,North East Bedfordshire Co,E14000841,
ocd-division/country:uk/wmc:north_east_cambridgeshire_co_const,North East Cambridgeshire Co,E14000842,
ocd-division/country:uk/wmc:north_east_derbyshire_co_const,North East Derbyshire Co,E14000843,
ocd-division/country:uk/wmc:north_east_hampshire_co_const,North East Hampshire Co,E14000844,
ocd-division/country:uk/wmc:north_east_hertfordshire_co_const,North East Hertfordshire Co,E14000845,
ocd-division/country:uk/wmc:north_east_somerset_co_const,North East Somerset Co,E14000846,
ocd-division/country:uk/wmc:north_herefordshire_co_const,North Herefordshire Co,E14000847,
ocd-division/country:uk/wmc:north_shropshire_co_const,North Shropshire Co,E14000849,
ocd-division/country:uk/wmc:north_somerset_co_const,North Somerset Co,E14000850,
ocd-division/country:uk/wmc:north_swindon_co_const,North Swindon Co,E14000851,
ocd-division/country:uk/wmc:north_thanet_co_const,North Thanet Co,E14000852,
ocd-division/country:uk/wmc:north_tyneside_boro_const,North Tyneside Boro,E14000853,
ocd-division/country:uk/wmc:north_warwickshire_co_const,North Warwickshire Co,E14000854,
ocd-division/country:uk/wmc:north_west_cambridgeshire_co_const,North West Cambridgeshire Co,E14000855,
ocd-division/country:uk/wmc:north_west_durham_co_const,North West Durham Co,E14000856,
ocd-division/country:uk/wmc:north_west_hampshire_co_const,North West Hampshire Co,E14000857,
ocd-division/country:uk/wmc:north_west_leicestershire_co_const,North West Leicestershire Co,E14000858,
ocd-division/country:uk/wmc:north_west_norfolk_co_const,North West Norfolk Co,E14000859,
ocd-division/country:uk/wmc:north_wiltshire_co_const,North Wiltshire Co,E14000860,
ocd-division/country:uk/wmc:norwich_south_boro_const,Norwich South Boro,E14000864,
ocd-division/country:uk/wmc:nottingham_east_boro_const,Nottingham East Boro,E14000865,
ocd-division/country:uk/wmc:nottingham_north_boro_const,Nottingham North Boro,E14000866,
ocd-division/country:uk/wmc:nottingham_south_boro_const,Nottingham South Boro,E14000867,
ocd-division/country:uk/wmc:nuneaton_co_const,Nuneaton Co,E14000868,
ocd-division/country:uk/wmc:ochil_and_south_perthshire_co_const,Ochil and South Perthshire Co,S14000050,
ocd-division/country:uk/wmc:ogmore_co_const,Ogmore Co,W07000074,
ocd-division/country:uk/wmc:oldham_east_and_saddleworth_co_const,Oldham East and Saddleworth Co,E14000870,
ocd-division/country:uk/wmc:oldham_west_and_royton_boro_const,Oldham West and Royton Boro,E14000871,
ocd-division/country:uk/wmc:old_bexley_and_sidcup_boro_const,Old Bexley and Sidcup Boro,E14000869,
ocd-division/country:uk/wmc:orpington_boro_const,Orpington Boro,E14000872,
ocd-division/country:uk/wmc:oxford_east_boro_const,Oxford East Boro,E14000873,
ocd-division/country:uk/wmc:oxford_west_and_abingdon_co_const,Oxford West and Abingdon Co,E14000874,
ocd-division/country:uk/wmc:paisley_and_renfrewshire_north_co_const,Paisley and Renfrewshire North Co,S14000052,
ocd-division/country:uk/wmc:paisley_and_renfrewshire_south_co_const,Paisley and Renfrewshire South Co,S14000053,
ocd-division/country:uk/wmc:pendle_boro_const,Pendle Boro,E14000875,
ocd-division/country:uk/wmc:penistone_and_stocksbridge_co_const,Penistone and Stocksbridge Co,E14000876,
ocd-division/country:uk/wmc:penrith_and_the_border_co_const,Penrith and The Border Co,E14000877,
ocd-division/country:uk/wmc:perth_and_north_perthshire_co_const,Perth and North Perthshire Co,S14000054,
ocd-division/country:uk/wmc:peterborough_boro_const,Peterborough Boro,E14000878,
ocd-division/country:uk/wmc:plymouth_moor_view_boro_const,"Plymouth, Moor View Boro",E14000879,
ocd-division/country:uk/wmc:pontypridd_co_const,Pontypridd Co,W07000075,
ocd-division/country:uk/wmc:poole_boro_const,Poole Boro,E14000881,
ocd-division/country:uk/wmc:poplar_and_limehouse_boro_const,Poplar and Limehouse Boro,E14000882,
ocd-division/country:uk/wmc:portsmouth_north_boro_const,Portsmouth North Boro,E14000883,
ocd-division/country:uk/wmc:preston_boro_const,Preston Boro,E14000885,
ocd-division/country:uk/wmc:pudsey_boro_const,Pudsey Boro,E14000886,
ocd-division/country:uk/wmc:putney_boro_const,Putney Boro,E14000887,
ocd-division/country:uk/wmc:rayleigh_and_wickford_co_const,Rayleigh and Wickford Co,E14000888,
ocd-division/country:uk/wmc:reading_east_boro_const,Reading East Boro,E14000889,
ocd-division/country:uk/wmc:reading_west_co_const,Reading West Co,E14000890,
ocd-division/country:uk/wmc:redcar_boro_const,Redcar Boro,E14000891,
ocd-division/country:uk/wmc:redditch_co_const,Redditch Co,E14000892,
ocd-division/country:uk/wmc:reigate_boro_const,Reigate Boro,E14000893,
ocd-division/country:uk/wmc:rhondda_co_const,Rhondda Co,W07000052,
ocd-division/country:uk/wmc:ribble_valley_co_const,Ribble Valley Co,E14000894,
ocd-division/country:uk/wmc:richmond_yorks_co_const,Richmond (Yorks) Co,E14000895,
ocd-division/country:uk/wmc:richmond_park_boro_const,Richmond Park Boro,E14000896,
ocd-division/country:uk/wmc:rochdale_co_const,Rochdale Co,E14000897,
ocd-division/country:uk/wmc:rochester_and_strood_co_const,Rochester and Strood Co,E14000898,
ocd-division/country:uk/wmc:rochford_and_southend_east_co_const,Rochford and Southend East Co,E14000899,
ocd-division/country:uk/wmc:romford_boro_const,Romford Boro,E14000900,
ocd-division/country:uk/wmc:romsey_and_southampton_north_co_const,Romsey and Southampton North Co,E14000901,
ocd-division/country:uk/wmc:rossendale_and_darwen_boro_const,Rossendale and Darwen Boro,E14000902,
ocd-division/country:uk/wmc:rotherham_boro_const,Rotherham Boro,E14000904,
ocd-division/country:uk/wmc:rother_valley_co_const,Rother Valley Co,E14000903,
ocd-division/country:uk/wmc:rugby_co_const,Rugby Co,E14000905,
ocd-division/country:uk/wmc:ruislip_northwood_and_pinner_boro_const,"Ruislip, Northwood and Pinner Boro",E14000906,
ocd-division/country:uk/wmc:runnymede_and_weybridge_co_const,Runnymede and Weybridge Co,E14000907,
ocd-division/country:uk/wmc:rushcliffe_co_const,Rushcliffe Co,E14000908,
ocd-division/country:uk/wmc:rutherglen_and_hamilton_west_burgh_const,Rutherglen and Hamilton West Burgh,S14000056,
ocd-division/country:uk/wmc:rutland_and_melton_co_const,Rutland and Melton Co,E14000909,
ocd-division/country:uk/wmc:saffron_walden_co_const,Saffron Walden Co,E14000910,
ocd-division/country:uk/wmc:salford_and_eccles_boro_const,Salford and Eccles Boro,E14000911,
ocd-division/country:uk/wmc:salisbury_co_const,Salisbury Co,E14000912,
ocd-division/country:uk/wmc:scarborough_and_whitby_co_const,Scarborough and Whitby Co,E14000913,
ocd-division/country:uk/wmc:scunthorpe_co_const,Scunthorpe Co,E14000914,
ocd-division/country:uk/wmc:sedgefield_co_const,Sedgefield Co,E14000915,
ocd-division/country:uk/wmc:sefton_central_co_const,Sefton Central Co,E14000916,
ocd-division/country:uk/wmc:selby_and_ainsty_co_const,Selby and Ainsty Co,E14000917,
ocd-division/country:uk/wmc:sevenoaks_co_const,Sevenoaks Co,E14000918,
ocd-division/country:uk/wmc:sheffield_brightside_and_hillsborough_boro_const,"Sheffield, Brightside and Hillsborough Boro",E14000921,
ocd-division/country:uk/wmc:sheffield_central_boro_const,Sheffield Central Boro,E14000919,
ocd-division/country:uk/wmc:sheffield_hallam_co_const,"Sheffield, Hallam Co",E14000922,
ocd-division/country:uk/wmc:sheffield_heeley_boro_const,"Sheffield, Heeley Boro",E14000923,
ocd-division/country:uk/wmc:sheffield_south_east_boro_const,Sheffield South East Boro,E14000920,
ocd-division/country:uk/wmc:sherwood_co_const,Sherwood Co,E14000924,
ocd-division/country:uk/wmc:shipley_co_const,Shipley Co,E14000925,
ocd-division/country:uk/wmc:shrewsbury_and_atcham_co_const,Shrewsbury and Atcham Co,E14000926,
ocd-division/country:uk/wmc:sittingbourne_and_sheppey_co_const,Sittingbourne and Sheppey Co,E14000927,
ocd-division/country:uk/wmc:skipton_and_ripon_co_const,Skipton and Ripon Co,E14000928,
ocd-division/country:uk/wmc:sleaford_and_north_hykeham_co_const,Sleaford and North Hykeham Co,E14000929,
ocd-division/country:uk/wmc:slough_boro_const,Slough Boro,E14000930,
ocd-division/country:uk/wmc:solihull_boro_const,Solihull Boro,E14000931,
ocd-division/country:uk/wmc:somerton_and_frome_co_const,Somerton and Frome Co,E14000932,
ocd-division/country:uk/wmc:southampton_itchen_boro_const,"Southampton, Itchen Boro",E14000955,
ocd-division/country:uk/wmc:southampton_test_boro_const,"Southampton, Test Boro",E14000956,
ocd-division/country:uk/wmc:southend_west_boro_const,Southend West Boro,E14000957,
ocd-division/country:uk/wmc:southport_boro_const,Southport Boro,E14000958,
ocd-division/country:uk/wmc:south_basildon_and_east_thurrock_co_const,South Basildon and East Thurrock Co,E14000933,
ocd-division/country:uk/wmc:south_cambridgeshire_co_const,South Cambridgeshire Co,E14000934,
ocd-division/country:uk/wmc:south_derbyshire_co_const,South Derbyshire Co,E14000935,
ocd-division/country:uk/wmc:south_dorset_co_const,South Dorset Co,E14000936,
ocd-division/country:uk/wmc:south_east_cambridgeshire_co_const,South East Cambridgeshire Co,E14000937,
ocd-division/country:uk/wmc:south_holland_and_the_deepings_co_const,South Holland and The Deepings Co,E14000939,
ocd-division/country:uk/wmc:south_leicestershire_co_const,South Leicestershire Co,E14000940,
ocd-division/country:uk/wmc:south_norfolk_co_const,South Norfolk Co,E14000941,
ocd-division/country:uk/wmc:south_northamptonshire_co_const,South Northamptonshire Co,E14000942,
ocd-division/country:uk/wmc:south_ribble_co_const,South Ribble Co,E14000943,
ocd-division/country:uk/wmc:south_shields_boro_const,South Shields Boro,E14000944,
ocd-division/country:uk/wmc:south_staffordshire_co_const,South Staffordshire Co,E14000945,
ocd-division/country:uk/wmc:south_suffolk_co_const,South Suffolk Co,E14000946,
ocd-division/country:uk/wmc:south_swindon_co_const,South Swindon Co,E14000947,
ocd-division/country:uk/wmc:south_thanet_co_const,South Thanet Co,E14000948,
ocd-division/country:uk/wmc:south_west_bedfordshire_co_const,South West Bedfordshire Co,E14000949,
ocd-division/country:uk/wmc:south_west_hertfordshire_co_const,South West Hertfordshire Co,E14000951,
ocd-division/country:uk/wmc:south_west_norfolk_co_const,South West Norfolk Co,E14000952,
ocd-division/country:uk/wmc:south_west_surrey_co_const,South West Surrey Co,E14000953,
ocd-division/country:uk/wmc:south_west_wiltshire_co_const,South West Wiltshire Co,E14000954,
ocd-division/country:uk/wmc:spelthorne_boro_const,Spelthorne Boro,E14000959,
ocd-division/country:uk/wmc:staffordshire_moorlands_co_const,Staffordshire Moorlands Co,E14000966,
ocd-division/country:uk/wmc:stafford_co_const,Stafford Co,E14000965,
ocd-division/country:uk/wmc:stalybridge_and_hyde_co_const,Stalybridge and Hyde Co,E14000967,
ocd-division/country:uk/wmc:stevenage_co_const,Stevenage Co,E14000968,
ocd-division/country:uk/wmc:stirling_co_const,Stirling Co,S14000057,
ocd-division/country:uk/wmc:stockport_boro_const,Stockport Boro,E14000969,
ocd-division/country:uk/wmc:stockton_north_boro_const,Stockton North Boro,E14000970,
ocd-division/country:uk/wmc:stockton_south_boro_const,Stockton South Boro,E14000971,
ocd-division/country:uk/wmc:stoke-on-trent_central_boro_const,Stoke-on-Trent Central Boro,E14000972,
ocd-division/country:uk/wmc:stoke-on-trent_north_boro_const,Stoke-on-Trent North Boro,E14000973,
ocd-division/country:uk/wmc:stoke-on-trent_south_boro_const,Stoke-on-Trent South Boro,E14000974,
ocd-division/country:uk/wmc:stone_co_const,Stone Co,E14000975,
ocd-division/country:uk/wmc:stourbridge_boro_const,Stourbridge Boro,E14000976,
ocd-division/country:uk/wmc:stratford-on-avon_co_const,Stratford-on-Avon Co,E14000977,
ocd-division/country:uk/wmc:streatham_boro_const,Streatham Boro,E14000978,
ocd-division/country:uk/wmc:stretford_and_urmston_boro_const,Stretford and Urmston Boro,E14000979,
ocd-division/country:uk/wmc:stroud_co_const,Stroud Co,E14000980,
ocd-division/country:uk/wmc:st_albans_co_const,St. Albans Co,E14000960,
ocd-division/country:uk/wmc:st_austell_and_newquay_co_const,St. Austell and Newquay Co,E14000961,
ocd-division/country:uk/wmc:st_helens_north_boro_const,St. Helens North Boro,E14000962,
ocd-division/country:uk/wmc:st_helens_south_and_whiston_boro_const,St. Helens South and Whiston Boro,E14000963,
ocd-division/country:uk/wmc:suffolk_coastal_co_const,Suffolk Coastal Co,E14000981,
ocd-division/country:uk/wmc:sunderland_central_boro_const,Sunderland Central Boro,E14000982,
ocd-division/country:uk/wmc:surrey_heath_co_const,Surrey Heath Co,E14000983,
ocd-division/country:uk/wmc:sutton_and_cheam_boro_const,Sutton and Cheam Boro,E14000984,
ocd-division/country:uk/wmc:sutton_coldfield_boro_const,Sutton Coldfield Boro,E14000985,
ocd-division/country:uk/wmc:swansea_east_boro_const,Swansea East Boro,W07000048,
ocd-division/country:uk/wmc:swansea_west_boro_const,Swansea West Boro,W07000047,
ocd-division/country:uk/wmc:tamworth_co_const,Tamworth Co,E14000986,
ocd-division/country:uk/wmc:tatton_co_const,Tatton Co,E14000987,
ocd-division/country:uk/wmc:taunton_deane_co_const,Taunton Deane Co,E14000988,
ocd-division/country:uk/wmc:telford_boro_const,Telford Boro,E14000989,
ocd-division/country:uk/wmc:tewkesbury_co_const,Tewkesbury Co,E14000990,
ocd-division/country:uk/wmc:the_cotswolds_co_const,The Cotswolds Co,E14000991,
ocd-division/country:uk/wmc:the_wrekin_co_const,The Wrekin Co,E14000992,
ocd-division/country:uk/wmc:thirsk_and_malton_co_const,Thirsk and Malton Co,E14000993,
ocd-division/country:uk/wmc:thornbury_and_yate_co_const,Thornbury and Yate Co,E14000994,
ocd-division/country:uk/wmc:thurrock_boro_const,Thurrock Boro,E14000995,
ocd-division/country:uk/wmc:tiverton_and_honiton_co_const,Tiverton and Honiton Co,E14000996,
ocd-division/country:uk/wmc:tonbridge_and_malling_co_const,Tonbridge and Malling Co,E14000997,
ocd-division/country:uk/wmc:tooting_boro_const,Tooting Boro,E14000998,
ocd-division/country:uk/wmc:torbay_boro_const,Torbay Boro,E14000999,
ocd-division/country:uk/wmc:torfaen_co_const,Torfaen Co,W07000053,
ocd-division/country:uk/wmc:totnes_co_const,Totnes Co,E14001001,
ocd-division/country:uk/wmc:tottenham_boro_const,Tottenham Boro,E14001002,
ocd-division/country:uk/wmc:tunbridge_wells_co_const,Tunbridge Wells Co,E14001004,
ocd-division/country:uk/wmc:twickenham_boro_const,Twickenham Boro,E14001005,
ocd-division/country:uk/wmc:tynemouth_boro_const,Tynemouth Boro,E14001006,
ocd-division/country:uk/wmc:uxbridge_and_south_ruislip_boro_const,Uxbridge and South Ruislip Boro,E14001007,
ocd-division/country:uk/wmc:vale_of_clwyd_co_const,Vale of Clwyd Co,W07000060,
ocd-division/country:uk/wmc:vale_of_glamorgan_co_const,Vale of Glamorgan Co,W07000078,
ocd-division/country:uk/wmc:vauxhall_boro_const,Vauxhall Boro,E14001008,
ocd-division/country:uk/wmc:wakefield_co_const,Wakefield Co,E14001009,
ocd-division/country:uk/wmc:wallasey_boro_const,Wallasey Boro,E14001010,
ocd-division/country:uk/wmc:walsall_north_boro_const,Walsall North Boro,E14001011,
ocd-division/country:uk/wmc:walsall_south_boro_const,Walsall South Boro,E14001012,
ocd-division/country:uk/wmc:walthamstow_boro_const,Walthamstow Boro,E14001013,
ocd-division/country:uk/wmc:wansbeck_co_const,Wansbeck Co,E14001014,
ocd-division/country:uk/wmc:wantage_co_const,Wantage Co,E14001015,
ocd-division/country:uk/wmc:warley_boro_const,Warley Boro,E14001016,
ocd-division/country:uk/wmc:warrington_north_boro_const,Warrington North Boro,E14001017,
ocd-division/country:uk/wmc:warrington_south_boro_const,Warrington South Boro,E14001018,
ocd-division/country:uk/wmc:warwick_and_leamington_boro_const,Warwick and Leamington Boro,E14001019,
ocd-division/country:uk/wmc:washington_and_sunderland_west_boro_const,Washington and Sunderland West Boro,E14001020,
ocd-division/country:uk/wmc:watford_boro_const,Watford Boro,E14001021,
ocd-division/country:uk/wmc:waveney_co_const,Waveney Co,E14001022,
ocd-division/country:uk/wmc:wealden_co_const,Wealden Co,E14001023,
ocd-division/country:uk/wmc:weaver_vale_co_const,Weaver Vale Co,E14001024,
ocd-division/country:uk/wmc:wellingborough_co_const,Wellingborough Co,E14001025,
ocd-division/country:uk/wmc:wells_co_const,Wells Co,E14001026,
ocd-division/country:uk/wmc:welwyn_hatfield_co_const,Welwyn Hatfield Co,E14001027,
ocd-division/country:uk/wmc:wentworth_and_dearne_co_const,Wentworth and Dearne Co,E14001028,
ocd-division/country:uk/wmc:westminster_north_boro_const,Westminster North Boro,E14001036,
ocd-division/country:uk/wmc:westmorland_and_lonsdale_co_const,Westmorland and Lonsdale Co,E14001037,
ocd-division/country:uk/wmc:west_bromwich_east_boro_const,West Bromwich East Boro,E14001029,
ocd-division/country:uk/wmc:west_bromwich_west_boro_const,West Bromwich West Boro,E14001030,
ocd-division/country:uk/wmc:west_dorset_co_const,West Dorset Co,E14001031,
ocd-division/country:uk/wmc:west_dunbartonshire_co_const,West Dunbartonshire Co,S14000059,
ocd-division/country:uk/wmc:west_ham_boro_const,West Ham Boro,E14001032,
ocd-division/country:uk/wmc:west_lancashire_co_const,West Lancashire Co,E14001033,
ocd-division/country:uk/wmc:west_suffolk_co_const,West Suffolk Co,E14001034,
ocd-division/country:uk/wmc:west_worcestershire_co_const,West Worcestershire Co,E14001035,
ocd-division/country:uk/wmc:wigan_co_const,Wigan Co,E14001039,
ocd-division/country:uk/wmc:wimbledon_boro_const,Wimbledon Boro,E14001040,
ocd-division/country:uk/wmc:winchester_co_const,Winchester Co,E14001041,
ocd-division/country:uk/wmc:windsor_co_const,Windsor Co,E14001042,
ocd-division/country:uk/wmc:wirral_south_co_const,Wirral South Co,E14001043,
ocd-division/country:uk/wmc:wirral_west_co_const,Wirral West Co,E14001044,
ocd-division/country:uk/wmc:witham_co_const,Witham Co,E14001045,
ocd-division/country:uk/wmc:witney_co_const,Witney Co,E14001046,
ocd-division/country:uk/wmc:wokingham_co_const,Wokingham Co,E14001048,
ocd-division/country:uk/wmc:woking_co_const,Woking Co,E14001047,
ocd-division/country:uk/wmc:wolverhampton_north_east_boro_const,Wolverhampton North East Boro,E14001049,
ocd-division/country:uk/wmc:wolverhampton_south_east_boro_const,Wolverhampton South East Boro,E14001050,
ocd-division/country:uk/wmc:wolverhampton_south_west_boro_const,Wolverhampton South West Boro,E14001051,
ocd-division/country:uk/wmc:worcester_boro_const,Worcester Boro,E14001052,
ocd-division/country:uk/wmc:workington_co_const,Workington Co,E14001053,
ocd-division/country:uk/wmc:worsley_and_eccles_south_co_const,Worsley and Eccles South Co,E14001054,
ocd-division/country:uk/wmc:worthing_west_boro_const,Worthing West Boro,E14001055,
ocd-division/country:uk/wmc:wrexham_co_const,Wrexham Co,W07000044,
ocd-division/country:uk/wmc:wycombe_co_const,Wycombe Co,E14001056,
ocd-division/country:uk/wmc:wyre_and_preston_north_co_const,Wyre and Preston North Co,E14001057,
ocd-division/country:uk/wmc:wyre_forest_co_const,Wyre Forest Co,E14001058,
ocd-division/country:uk/wmc:wythenshawe_and_sale_east_boro_const,Wythenshawe and Sale East Boro,E14001059,
ocd-division/country:uk/wmc:yeovil_co_const,Yeovil Co,E14001060,
ocd-division/country:uk/wmc:york_central_boro_const,York Central Boro,E14001061,
ocd-division/country:uk/wmc:york_outer_co_const,York Outer Co,E14001062,
ocd-division/country:uk/wmc:dwyfor_meirionnydd_co_const,Dwyfor Meirionnydd Co,W07000061,
ocd-division/country:uk/wmc:ceredigion_co_const,Ceredigion Co,W07000064,
ocd-division/country:uk/wmc:ynys_mon_co_const,Ynys Mon Co,W07000041,
ocd-division/country:uk/wmc:newport_east_co_const,Newport East Co,W07000055,
ocd-division/country:uk/wmc:cardiff_south_and_penarth_boro_const,Cardiff South and Penarth Boro,W07000080,
ocd-division/country:uk/wmc:weston-super-mare_co_const,Weston-Super-Mare Co,E14001038,
ocd-division/country:uk/wmc:torridge_and_west_devon_co_const,Torridge and West Devon Co,E14001000,
ocd-division/country:uk/wmc:north_cornwall_co_const,North Cornwall Co,E14000837,
ocd-division/country:uk/wmc:portsmouth_south_boro_const,Portsmouth South Boro,E14000884,
ocd-division/country:uk/wmc:isle_of_wight_co_const,Isle of Wight Co,E14000762,
ocd-division/country:uk/wmc:north_norfolk_co_const,North Norfolk Co,E14000848,
ocd-division/country:uk/wmc:berwick-upon-tweed_co_const,Berwick-upon-Tweed Co,E14000554,
ocd-division/country:uk/wmc:south_east_cornwall_co_const,South East Cornwall Co,E14000938,
ocd-division/country:uk/wmc:south_west_devon_co_const,South West Devon Co,E14000950,
ocd-division/country:uk/wmc:plymouth_sutton_and_devonport_boro_const,"Plymouth, Sutton and Devonport Boro",E14000880,
ocd-division/country:uk/wmc:norwich_north_boro_const,Norwich North Boro,E14000863,
ocd-division/country:uk/wmc:st_ives_co_const,St. Ives Co,E14000964,
ocd-division/country:uk/wmc:camborne_and_redruth_co_const,Camborne and Redruth Co,E14000616,
ocd-division/country:uk/wmc:caithness_sutherland_and_easter_ross_co_const,"Caithness, Sutherland and Easter Ross Co",S14000009,
ocd-division/country:uk/wmc:ross_skye_and_lochaber_co_const,"Ross, Skye and Lochaber Co",S14000055,
ocd-division/country:uk/wmc:moray_co_const,Moray Co,S14000046,
ocd-division/country:uk/wmc:orkney_and_shetland_co_const,Orkney and Shetland Co,S14000051,
ocd-division/country:uk/wmc:na_h-eileanan_an_iar_co_const,Na h-Eileanan an Iar Co,S14000027,
ocd-division/country:uk/wmc:argyll_and_bute_co_const,Argyll and Bute Co,S14000005,
ocd-division/country:uk/wmc:west_aberdeenshire_and_kincardine_co_const,West Aberdeenshire and Kincardine Co,S14000058,
ocd-division/country:uk/wmc:banff_and_buchan_co_const,Banff and Buchan Co,S14000007,
ocd-division/country:uk/wmc:north_east_fife_co_const,North East Fife Co,S14000049,
ocd-division/country:uk/wmc:gordon_co_const,Gordon Co,S14000037,
ocd-division/country:uk/wmc:kirkcaldy_and_cowdenbeath_co_const,Kirkcaldy and Cowdenbeath Co,S14000041,
ocd-division/country:uk/wmc:aberdeen_south_burgh_const,Aberdeen South Burgh,S14000002,
ocd-division/country:uk/wmc:edinburgh_west_burgh_const,Edinburgh West Burgh,S14000026,
ocd-division/country:uk/wmc:east_lothian_co_const,East Lothian Co,S14000020,
ocd-division/country:uk/wmc:north_ayrshire_and_arran_co_const,North Ayrshire and Arran Co,S14000048,
ocd-division/country:uk/wmc:dumfries_and_galloway_co_const,Dumfries and Galloway Co,S14000013,
ocd-division/country:uk/wmc:carmarthen_west_and_south_pembrokeshire_co_const,Carmarthen West and South Pembrokeshire Co,W07000066,
ocd-division/country:uk/wmc:ayr_carrick_and_cumnock_co_const,"Ayr, Carrick and Cumnock Co",S14000006,
ocd-division/country:uk/wmc:central_ayrshire_co_const,Central Ayrshire Co,S14000010,
ocd-division/country:uk/wmc:preseli_pembrokeshire_co_const,Preseli Pembrokeshire Co,W07000065,
ocd-division/country:uk/wmc:truro_and_falmouth_co_const,Truro and Falmouth Co,E14001003,
